school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,A,19,Subject Content 6 for English,Assessment Area 6 for English,53.24,25.49,83,68.28,91,65.93,86.72,100,92.75,13.26,76,10,W,59,53,79,43,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,B,B,9,Subject Content 7 for English,Assessment Area 7 for English,99.85,13.53,22,46.04,93,37.46,20,13,66.8,10.33,85,85,W,95,14,60,90,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,B,D,16,Subject Content 8 for English,Assessment Area 8 for English,74.84,83.94,46,46.53,59,75.08,2.07,69,17.21,65.65,37,76,W,20,56,43,21,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,A,Z,1,Subject Content 9 for English,Assessment Area 9 for English,1.12,47.42,81,46.18,29,59.13,80.02,94,32.79,23.76,2,82,W,44,83,58,61,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,Z,12,Subject Content 10 for English,Assessment Area 10 for English,17.69,80.55,92,62.54,27,6.35,98.69,95,23.12,18.92,58,45,W,21,58,23,9,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,D,22,Subject Content 1 for English,Assessment Area 1 for English,91.58,51.73,86,61.81,56,75.46,56.31,69,8.83,15.79,31,73,W,41,98,44,96,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,B,6,Subject Content 2 for English,Assessment Area 2 for English,88.87,46.02,37,46.11,86,37.6,41.53,12,21.8,23.01,7,60,W,88,100,21,20,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,D,C,15,Subject Content 3 for English,Assessment Area 3 for English,85.88,2.54,42,95.79,78,96.92,29.56,72,4.28,40.56,37,49,W,90,49,62,72,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,D,Z,11,Subject Content 4 for English,Assessment Area 4 for English,53.01,4.41,97,55.77,68,24.05,50.34,11,19.59,45.5,87,88,W,70,68,25,54,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,D,D,10,Subject Content 5 for English,Assessment Area 5 for English,58.5,91.98,74,47.01,60,84.33,52.23,54,8.2,69.18,73,17,W,1,63,85,94,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,A,Z,21,Subject Content 6 for English,Assessment Area 6 for English,46.57,59.92,38,34.38,20,95.01,58.1,69,82.37,86.22,87,82,W,29,88,58,17,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,A,25,Subject Content 7 for English,Assessment Area 7 for English,67.68,69.26,80,28.09,55,29.39,56.46,20,62.24,2.26,13,75,W,5,62,27,23,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,A,D,8,Subject Content 8 for English,Assessment Area 8 for English,30.81,13.36,65,26.62,84,90.4,77.51,90,57.13,79.36,86,40,W,23,70,47,58,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,B,5,Subject Content 9 for English,Assessment Area 9 for English,91.25,71.54,98,84.02,45,0.85,98.41,79,0.64,78.24,5,77,W,43,54,51,46,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,D,A,18,Subject Content 10 for English,Assessment Area 10 for English,13.36,38.84,49,61.15,11,16.15,97.28,27,85.01,11.21,30,78,W,78,64,66,18,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,A,Z,2,Subject Content 1 for English,Assessment Area 1 for English,67.48,14.64,18,37.84,23,12.14,92.59,89,93.24,94.47,20,44,W,24,61,79,69,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,A,14,Subject Content 2 for English,Assessment Area 2 for English,72.74,29.18,59,73.89,66,25.47,54.79,85,9.12,76.4,14,86,W,55,64,66,88,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,D,A,13,Subject Content 3 for English,Assessment Area 3 for English,43.22,54.86,91,7.9,93,44.43,93.63,17,18.5,78.4,7,26,W,42,14,85,52,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,A,D,7,Subject Content 4 for English,Assessment Area 4 for English,92.39,64.88,92,63.92,77,24.41,6.43,48,69.19,1.91,5,20,W,56,64,95,90,Credit
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,9,Class 9,English,C,Z,23,Subject Content 5 for English,Assessment Area 5 for English,21.56,26.41,81,86.42,56,11.77,77.4,88,29.69,14.94,33,100,W,13,93,90,61,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,Z,24,Subject Content 1 for History,Assessment Area 1 for History,6.5,47.55,92,25.69,64,90.01,50.53,17,90.83,78.03,34,64,W,90,72,46,5,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,Z,18,Subject Content 2 for History,Assessment Area 2 for History,60.55,20.91,82,9.19,92,19.93,58.73,45,43.01,28.18,74,43,W,58,51,97,52,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,A,17,Subject Content 3 for History,Assessment Area 3 for History,92.53,94.09,14,14.07,60,41.56,92.47,31,42.97,71.35,68,79,W,24,31,77,85,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,D,1,Subject Content 4 for History,Assessment Area 4 for History,35.92,92.57,86,33.93,69,16.12,55.04,67,95.14,17.13,67,82,W,18,50,74,3,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,C,22,Subject Content 5 for History,Assessment Area 5 for History,0.29,59.39,50,46.29,94,75.05,35.29,98,15.11,54.7,22,84,W,36,71,26,50,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,B,23,Subject Content 6 for History,Assessment Area 6 for History,75.53,5.44,64,96.58,20,4.01,95.4,24,40.75,41.02,86,91,W,4,9,49,48,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,A,14,Subject Content 7 for History,Assessment Area 7 for History,42.47,73.62,84,98.9,68,55.26,9.03,87,68.68,76.9,27,15,W,64,22,38,24,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,Z,12,Subject Content 8 for History,Assessment Area 8 for History,28.16,1.88,70,74.59,99,53.18,30.09,13,14.01,53.31,11,76,W,6,35,82,48,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,B,11,Subject Content 9 for History,Assessment Area 9 for History,62.72,12.31,61,30.94,71,31.77,78.55,18,20.91,25.23,52,65,W,22,94,15,14,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,Z,13,Subject Content 10 for History,Assessment Area 10 for History,77.56,75.03,34,29.46,69,18.31,42.22,52,72.56,56.19,98,43,W,12,44,50,74,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,C,15,Subject Content 1 for History,Assessment Area 1 for History,62.56,89.92,55,98.47,34,15.29,50.51,59,67.79,63.68,21,45,W,35,41,62,53,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,Z,16,Subject Content 2 for History,Assessment Area 2 for History,77.63,40.52,82,92.69,73,34.79,44.92,60,22.66,69.51,88,48,W,93,96,71,28,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,B,25,Subject Content 3 for History,Assessment Area 3 for History,55.77,1.91,100,53.1,26,86.35,39.67,62,78.77,27.99,17,61,W,33,93,31,51,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,C,6,Subject Content 4 for History,Assessment Area 4 for History,69.2,8.69,59,17.27,43,35.78,37.5,34,74.4,39.95,99,59,W,69,100,14,24,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,D,9,Subject Content 5 for History,Assessment Area 5 for History,86.58,89.5,85,64.95,100,22.32,56.25,83,30.27,96.62,94,18,W,41,18,62,28,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,Z,19,Subject Content 6 for History,Assessment Area 6 for History,53.2,97.04,90,4.5,84,87.43,11.42,50,87.96,48.94,74,62,W,87,29,65,26,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,Z,8,Subject Content 7 for History,Assessment Area 7 for History,2.74,41.52,46,77.44,39,54.77,36.37,31,4.04,50.22,25,81,W,98,68,12,95,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,A,2,Subject Content 8 for History,Assessment Area 8 for History,29.45,30.83,77,41.28,15,13.63,16.84,76,41.77,47.39,36,53,W,82,89,16,23,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,D,A,21,Subject Content 9 for History,Assessment Area 9 for History,36.49,12.05,59,48.4,41,43.17,99.81,64,37.49,18.64,33,78,W,83,3,99,58,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,A,Z,20,Subject Content 10 for History,Assessment Area 10 for History,10.36,39.51,67,31.66,81,97.75,80.45,21,54.33,32.22,41,100,W,59,20,79,2,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,Z,3,Subject Content 1 for History,Assessment Area 1 for History,37.76,88.3,24,58.46,23,17.35,17.51,58,45.63,73.35,75,18,W,62,71,21,4,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,B,4,Subject Content 2 for History,Assessment Area 2 for History,59.16,75.65,34,9.97,32,93.38,8.29,64,37.58,67.5,85,75,W,38,92,100,24,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,Z,10,Subject Content 3 for History,Assessment Area 3 for History,24.63,51.65,16,23.41,58,2.21,89.17,15,39,33.81,15,82,W,93,70,47,66,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,B,D,5,Subject Content 4 for History,Assessment Area 4 for History,72.71,17.37,21,94.59,43,42.24,31.08,70,32.71,27.62,47,77,W,67,90,33,80,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,History,C,A,7,Subject Content 5 for History,Assessment Area 5 for History,12.56,10.33,25,60.95,46,4.78,44.36,42,21.68,88.09,73,69,W,7,97,64,24,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,D,3,Subject Content 1 for English,Assessment Area 1 for English,50.2,58.28,26,87.99,58,85.36,84.68,34,16.82,8.98,71,82,W,27,32,39,95,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,D,5,Subject Content 2 for English,Assessment Area 2 for English,36.59,63.86,41,25.74,59,85.48,79.17,72,17.73,68.06,61,8,W,61,93,49,98,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,C,A,15,Subject Content 3 for English,Assessment Area 3 for English,56.72,44.47,38,41.45,70,94.85,91.37,24,61.4,42.84,68,81,W,50,87,74,85,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,C,24,Subject Content 4 for English,Assessment Area 4 for English,10.52,9.51,78,83.35,82,42.1,46.75,29,78.01,74.77,91,66,W,100,97,8,30,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,Z,12,Subject Content 5 for English,Assessment Area 5 for English,1.02,30.21,27,28.8,24,69.35,9.05,14,69.91,98.65,70,73,W,77,31,6,37,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,B,8,Subject Content 6 for English,Assessment Area 6 for English,71.68,4.2,63,89.03,72,79,66.26,99,88.21,16.22,52,29,W,27,15,85,97,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,B,18,Subject Content 7 for English,Assessment Area 7 for English,25.01,12.54,90,50.91,73,57.21,55.49,33,34.18,50.88,94,36,W,73,34,40,49,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,B,7,Subject Content 8 for English,Assessment Area 8 for English,76.87,42.02,24,64.21,59,88.76,79.61,96,73.55,94,100,35,W,39,60,16,93,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,A,23,Subject Content 9 for English,Assessment Area 9 for English,88.75,85.84,14,90.19,60,90.63,34.68,38,73.63,47.23,28,3,W,38,66,53,27,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,C,C,1,Subject Content 10 for English,Assessment Area 10 for English,38.1,81.97,52,97.68,37,8.97,28.01,55,40.75,97.52,18,72,W,6,35,22,59,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,C,Z,13,Subject Content 1 for English,Assessment Area 1 for English,73.51,76.24,68,20.28,31,58.09,3.26,78,87.47,73.7,61,70,W,12,36,82,33,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,C,20,Subject Content 2 for English,Assessment Area 2 for English,78.51,8.2,47,12.5,70,98.11,4.73,27,38.19,37.42,65,77,W,92,94,94,21,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,D,C,14,Subject Content 3 for English,Assessment Area 3 for English,82.28,1.03,38,79.69,71,1.57,73.01,81,46.73,29.7,47,66,W,36,48,20,47,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,Z,21,Subject Content 4 for English,Assessment Area 4 for English,97.45,1.21,27,44.72,39,24.33,24.62,31,86.56,4.25,30,47,W,17,20,96,8,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,D,Z,6,Subject Content 5 for English,Assessment Area 5 for English,73.31,28.95,42,95.19,95,29,39.61,47,10.78,17.52,51,62,W,92,36,18,63,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,D,2,Subject Content 6 for English,Assessment Area 6 for English,35.62,85.11,81,66.83,62,61.17,2.92,28,92.49,13.98,28,63,W,35,83,18,47,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,C,C,4,Subject Content 7 for English,Assessment Area 7 for English,36.3,25.37,82,76.53,65,43.57,13.23,47,88.8,74.06,44,71,W,42,54,70,23,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,C,D,10,Subject Content 8 for English,Assessment Area 8 for English,42.49,58.74,74,81.18,11,24.59,14.84,87,5.53,77.59,12,50,W,30,76,48,39,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,C,11,Subject Content 9 for English,Assessment Area 9 for English,89.85,50.17,87,98.03,81,77,85.29,53,34.03,14.47,32,96,W,77,100,50,97,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,A,B,22,Subject Content 10 for English,Assessment Area 10 for English,25.24,13.83,57,21.89,94,29.83,90.99,17,63.49,4.52,13,31,W,10,76,26,8,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,A,9,Subject Content 1 for English,Assessment Area 1 for English,81.35,42.96,13,82.63,24,76.9,64.23,19,36,18.93,2,60,W,48,53,82,83,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,A,16,Subject Content 2 for English,Assessment Area 2 for English,46.95,35.67,75,84,80,24.17,6.46,55,50.36,85.11,74,52,W,46,52,26,4,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,D,Z,17,Subject Content 3 for English,Assessment Area 3 for English,40.56,97.23,100,23.54,63,73.86,3.09,54,68.08,47.57,13,40,W,87,18,5,38,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,B,D,25,Subject Content 4 for English,Assessment Area 4 for English,4.03,15.47,100,52.76,76,91.93,27.31,17,97.68,22.75,40,3,W,22,5,66,83,Credit
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,3,Class 3,English,D,B,19,Subject Content 5 for English,Assessment Area 5 for English,47.57,59.95,41,52.03,68,77.56,91.91,75,36.49,91.31,91,4,W,36,73,33,72,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,D,A,22,Subject Content 1 for History,Assessment Area 1 for History,15.23,95.77,91,46.22,57,13.61,22.1,88,48.23,80.58,98,70,W,53,37,6,32,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,D,D,3,Subject Content 2 for History,Assessment Area 2 for History,16.63,2.38,48,95.13,42,22.64,17.45,22,45.15,17.74,22,70,W,65,27,27,50,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,C,D,14,Subject Content 3 for History,Assessment Area 3 for History,32.13,72.45,36,66.75,59,18.02,13.03,11,56.35,55.28,37,80,W,62,16,48,62,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,D,16,Subject Content 4 for History,Assessment Area 4 for History,11.6,11.14,44,40.06,91,3.87,14.42,28,50.54,34.57,22,72,W,88,93,21,88,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,C,8,Subject Content 5 for History,Assessment Area 5 for History,81.04,55.88,91,29.37,88,58.84,16.18,91,78.21,55.29,40,86,W,32,43,73,73,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,B,25,Subject Content 6 for History,Assessment Area 6 for History,96.02,68.96,86,58.66,24,3.17,29.56,13,58.87,1.88,91,12,W,60,100,22,67,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,A,A,5,Subject Content 7 for History,Assessment Area 7 for History,17.5,82.72,44,73.84,28,59.83,94.19,72,31.72,59.12,78,29,W,49,13,53,47,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,A,Z,2,Subject Content 8 for History,Assessment Area 8 for History,20.77,28.46,33,24.71,68,90.07,9.96,82,3.05,33.08,96,23,W,68,35,82,35,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,D,D,19,Subject Content 9 for History,Assessment Area 9 for History,45.43,4.92,26,60.25,93,26.7,96.64,47,32.36,64.31,74,79,W,83,2,33,83,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,A,D,24,Subject Content 10 for History,Assessment Area 10 for History,41.71,66.97,81,5.28,45,14.09,58.81,78,69.3,90.61,87,5,W,14,81,41,39,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,D,D,21,Subject Content 1 for History,Assessment Area 1 for History,1.04,69.47,91,86.94,38,98.93,46.27,37,33.36,97.8,86,53,W,33,2,11,30,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,C,B,20,Subject Content 2 for History,Assessment Area 2 for History,1.75,19.51,64,78.95,67,87.88,92.39,54,57.81,10.19,45,23,W,55,70,71,30,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,C,D,15,Subject Content 3 for History,Assessment Area 3 for History,75.54,35.1,96,69.25,75,79.15,4.02,82,42.37,74.96,94,54,W,16,83,71,80,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,Z,13,Subject Content 4 for History,Assessment Area 4 for History,69.33,28.75,86,52.68,83,94.55,65.15,90,68.54,60.37,1,48,W,14,49,53,99,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,C,Z,18,Subject Content 5 for History,Assessment Area 5 for History,34.67,9.6,16,23.57,71,43.67,87.83,44,65.57,33.43,53,56,W,94,85,74,72,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,C,D,12,Subject Content 6 for History,Assessment Area 6 for History,11.9,21.44,14,1.5,11,56.7,20.63,75,53.68,0.26,13,34,W,9,69,89,62,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,D,17,Subject Content 7 for History,Assessment Area 7 for History,86.32,96.75,86,86.91,27,56.57,57.24,72,5.43,70.66,78,51,W,91,3,28,91,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,A,Z,11,Subject Content 8 for History,Assessment Area 8 for History,57.18,55.97,83,2.4,64,19.64,16.11,16,35.59,57.14,84,24,W,100,36,44,76,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,B,1,Subject Content 9 for History,Assessment Area 9 for History,2,61.71,51,54.61,68,24.14,25,37,41.72,11.5,40,54,W,86,97,25,8,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,C,7,Subject Content 10 for History,Assessment Area 10 for History,49.65,35.21,36,66.29,15,51.09,52.34,83,30.01,70.78,5,38,W,82,81,27,72,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,A,C,6,Subject Content 1 for History,Assessment Area 1 for History,2.17,70.7,70,34.69,32,54.02,23.27,85,42.08,84.04,75,17,W,23,73,11,32,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,A,4,Subject Content 2 for History,Assessment Area 2 for History,87.02,61.76,88,67.59,63,90.27,68.89,46,40.69,70.91,15,90,W,45,23,30,37,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,D,B,9,Subject Content 3 for History,Assessment Area 3 for History,57.92,66.71,69,97.16,99,69.1,31.3,44,9.42,28.09,68,89,W,72,73,8,79,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,D,B,10,Subject Content 4 for History,Assessment Area 4 for History,95.97,62.43,62,76.26,44,32.12,23.43,34,82.73,71.93,44,86,W,74,74,94,72,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,History,B,Z,23,Subject Content 5 for History,Assessment Area 5 for History,71.35,72.74,26,51.3,97,89.16,70.89,39,79.89,79.5,80,58,W,28,51,83,26,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,A,Z,11,Subject Content 1 for English,Assessment Area 1 for English,29.18,72.11,47,93.63,11,56.78,44,33,32.4,4.07,84,95,W,76,52,64,62,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,D,Z,15,Subject Content 2 for English,Assessment Area 2 for English,78.1,82.51,92,91.85,55,11.64,59.69,86,18.07,97.34,98,76,W,68,71,19,5,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,D,B,21,Subject Content 3 for English,Assessment Area 3 for English,43.41,57.09,70,45.1,92,50.84,70.38,91,32.87,58.92,24,1,W,8,77,75,37,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,A,A,24,Subject Content 4 for English,Assessment Area 4 for English,1.38,41.17,73,33.07,48,98.25,79.57,27,62.01,36.86,16,63,W,57,94,69,28,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,C,C,6,Subject Content 5 for English,Assessment Area 5 for English,33.39,0.99,37,38.33,31,98.53,71.16,70,29.61,53.85,29,15,W,13,26,94,10,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,B,D,5,Subject Content 6 for English,Assessment Area 6 for English,18.7,4.41,64,10.33,35,80.25,24.35,98,36.79,84.4,41,75,W,11,49,99,77,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,B,D,14,Subject Content 7 for English,Assessment Area 7 for English,54.65,4.71,12,51.03,40,1.19,65.59,45,87.43,16.67,87,96,W,36,67,69,11,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,D,A,10,Subject Content 8 for English,Assessment Area 8 for English,94.36,85.2,36,53.94,95,14.01,64.56,28,86.33,28,11,19,W,22,65,92,8,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,C,Z,20,Subject Content 9 for English,Assessment Area 9 for English,45.26,16.77,93,39.37,84,54.86,55.5,75,36.58,50.81,5,20,W,52,82,10,39,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,A,A,12,Subject Content 10 for English,Assessment Area 10 for English,76.82,26.1,73,62.57,97,37.28,11.37,99,6.19,19.46,58,19,W,11,48,71,44,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,C,Z,1,Subject Content 1 for English,Assessment Area 1 for English,57.69,42.39,35,1.64,15,78.74,75.25,96,50.13,73.46,66,73,W,74,36,72,64,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,C,A,25,Subject Content 2 for English,Assessment Area 2 for English,69.65,4.68,27,74.56,92,95.18,30.37,45,71.53,33.22,14,28,W,67,42,1,92,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,A,D,13,Subject Content 3 for English,Assessment Area 3 for English,56.7,84.16,84,79.41,18,35.61,64.07,13,75.58,11.17,77,52,W,40,16,41,9,Credit
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,9,Class 9,English,B,Z,18,Subject Content 4 for English,Assessment Area 4 for English,64.55,8.27,32,49.62,45,16.25,61.38,11,15.6,67.85,16,18,W,95,17,75,18,Credit
