school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,awarDistinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,C,Z,22,Subject Content 9 for Music,Assessment Area 9 for Music,42.6,88.93,83,77.95,93,28.8,76.33,51,85.86,34.12,50,66,W,62,72,9,63,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,C,A,5,Subject Content 10 for Music,Assessment Area 10 for Music,82.72,1.85,45,5.72,38,84.12,9.1,46,87.69,97.56,83,3,W,14,22,55,11,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,B,D,4,Subject Content 1 for Music,Assessment Area 1 for Music,47.72,76.03,96,70.65,73,8.21,26.76,97,66.08,37.96,90,16,W,72,74,93,86,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,B,D,23,Subject Content 2 for Music,Assessment Area 2 for Music,58.67,43.1,90,71.43,83,77.3,74.9,69,34.27,19.68,89,66,W,80,3,48,48,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,B,C,19,Subject Content 3 for Music,Assessment Area 3 for Music,61.2,75.62,60,9.27,35,83.61,77.64,46,2.47,80.69,75,74,W,31,13,58,9,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,D,B,24,Subject Content 4 for Music,Assessment Area 4 for Music,20.2,70.78,99,35.3,62,65.99,81.93,81,61.26,69.4,11,82,W,55,57,37,12,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,A,B,21,Subject Content 5 for Music,Assessment Area 5 for Music,14.24,84.64,48,77.54,86,26.84,83.35,28,26.81,59.71,13,96,W,11,52,71,87,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,C,D,18,Subject Content 6 for Music,Assessment Area 6 for Music,24.02,1.85,93,24.8,89,47.61,61.59,85,78.06,77.06,83,86,W,8,52,82,26,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,A,C,14,Subject Content 7 for Music,Assessment Area 7 for Music,11.08,50.11,32,1.96,76,61.33,62.28,72,89.39,25.54,66,13,W,59,56,42,62,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,B,Z,15,Subject Content 8 for Music,Assessment Area 8 for Music,20.64,56.31,99,0.87,61,53.99,86.43,71,71.42,94.78,66,64,W,2,43,98,78,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,C,D,16,Subject Content 9 for Music,Assessment Area 9 for Music,77.88,62.26,77,36.12,93,85.42,5.22,72,11.12,38.64,34,39,W,23,10,58,20,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,A,C,9,Subject Content 10 for Music,Assessment Area 10 for Music,29.29,52.33,55,38.84,42,52.33,95.98,29,76.53,15.47,42,98,W,36,49,95,22,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,B,D,6,Subject Content 1 for Music,Assessment Area 1 for Music,40.17,89.3,88,35.95,50,17.69,75.07,16,68.93,1.88,55,93,W,49,6,82,84,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,B,D,10,Subject Content 2 for Music,Assessment Area 2 for Music,93.56,4.45,30,64.74,15,78.13,24.74,21,30.16,93.04,31,84,W,93,6,16,81,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,A,B,8,Subject Content 3 for Music,Assessment Area 3 for Music,51.44,52.93,91,5.29,75,24.88,35.12,78,70.56,71.04,24,42,W,78,41,87,59,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,C,B,7,Subject Content 4 for Music,Assessment Area 4 for Music,94.43,62.63,86,2.09,56,60.25,52.62,92,36.73,19.55,94,8,W,95,74,84,40,Distinction
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,2,Class 2,Music,C,A,17,Subject Content 5 for Music,Assessment Area 5 for Music,42.74,37.86,65,99.04,54,49.29,6.51,83,10.97,80.33,10,95,W,89,48,69,10,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,Z,9,Subject Content 1 for Art,Assessment Area 1 for Art,95.47,68.17,14,91.33,59,5.66,99.84,29,42.39,37.74,69,94,W,87,24,43,58,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,Z,12,Subject Content 2 for Art,Assessment Area 2 for Art,15.64,77.21,59,24.61,32,10.47,67.45,42,99.41,91.13,85,40,W,8,29,52,60,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,C,25,Subject Content 3 for Art,Assessment Area 3 for Art,95.05,59.65,11,63.47,46,34.02,78.77,13,82.78,13.02,43,21,W,11,90,60,90,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,D,2,Subject Content 4 for Art,Assessment Area 4 for Art,37.11,93.96,52,77.38,99,81.44,81.04,36,46.72,31.28,58,69,W,65,60,26,74,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,D,A,22,Subject Content 5 for Art,Assessment Area 5 for Art,80.38,70.01,100,15.42,84,43.82,17.3,19,25.08,98.12,15,5,W,73,84,4,81,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,Z,10,Subject Content 6 for Art,Assessment Area 6 for Art,4.87,2.43,18,31.33,61,28,67.42,33,64.03,65.44,16,39,W,66,80,97,54,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,Z,16,Subject Content 7 for Art,Assessment Area 7 for Art,89.85,17.06,47,74.77,66,84.31,67.15,17,22.72,52.38,62,19,W,77,57,45,33,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,C,Z,23,Subject Content 8 for Art,Assessment Area 8 for Art,78.19,20.15,76,84.44,85,74.79,80.8,32,62.58,21.81,20,74,W,28,45,87,45,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,C,14,Subject Content 9 for Art,Assessment Area 9 for Art,59.96,49.98,97,51.4,80,55.09,92.22,23,9.87,68.68,30,72,W,67,72,52,9,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,C,D,15,Subject Content 10 for Art,Assessment Area 10 for Art,73.83,37.77,25,0.94,65,35.72,79.01,67,32.64,11.14,61,28,W,87,41,19,12,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,C,6,Subject Content 1 for Art,Assessment Area 1 for Art,74.34,94.48,87,5.83,76,87.83,53.5,91,24,51.88,66,53,W,81,88,56,58,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,C,C,8,Subject Content 2 for Art,Assessment Area 2 for Art,75.86,82.03,15,35.45,42,63.09,97.46,49,85.09,5.03,15,84,W,72,90,54,11,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,A,18,Subject Content 3 for Art,Assessment Area 3 for Art,57.89,30.45,12,2.62,95,70.68,46.05,36,85.2,14.04,33,25,W,100,92,82,20,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,D,B,21,Subject Content 4 for Art,Assessment Area 4 for Art,92.22,15.04,59,17.83,38,88.94,38.81,11,16.01,10.06,70,26,W,42,46,28,100,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,A,17,Subject Content 5 for Art,Assessment Area 5 for Art,69.74,51.42,65,35.12,61,74.99,10.09,95,2.68,7.93,70,80,W,4,84,33,40,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,D,D,1,Subject Content 6 for Art,Assessment Area 6 for Art,95.22,7.49,39,84.46,93,63.77,10.32,38,50.82,26.6,29,99,W,27,76,92,34,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,C,13,Subject Content 7 for Art,Assessment Area 7 for Art,34.68,93.76,55,79.22,62,60.6,66.2,16,2.96,91.57,10,27,W,96,55,92,27,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,C,C,5,Subject Content 8 for Art,Assessment Area 8 for Art,68.2,20.05,35,40.09,99,42.6,86.47,93,1.58,8.43,11,52,W,50,79,94,29,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,B,11,Subject Content 9 for Art,Assessment Area 9 for Art,16.43,1,22,32.81,88,95.5,29.28,69,92.44,33.59,34,55,W,68,11,52,61,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,C,C,3,Subject Content 10 for Art,Assessment Area 10 for Art,14.85,89.36,50,93.22,42,69.26,53.13,66,52.14,64.79,3,2,W,78,65,40,9,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,D,4,Subject Content 1 for Art,Assessment Area 1 for Art,36.71,58.73,51,77.28,13,63.94,26.24,40,80.44,25.8,89,28,W,95,34,82,46,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,A,19,Subject Content 2 for Art,Assessment Area 2 for Art,80.45,84.3,53,54.91,19,43.86,0.56,43,97.43,43.21,69,4,W,96,85,23,40,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,C,20,Subject Content 3 for Art,Assessment Area 3 for Art,52.09,6.9,30,72.64,60,7.52,82.16,52,42.05,38.36,19,80,W,23,80,87,93,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,A,A,24,Subject Content 4 for Art,Assessment Area 4 for Art,36.24,0.12,57,17.96,80,28.23,73.97,51,72.32,30.64,37,49,W,57,38,78,81,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Art,B,C,7,Subject Content 5 for Art,Assessment Area 5 for Art,8.16,18.16,37,76.95,32,58.09,28.1,40,72.38,29.05,18,22,W,78,74,14,69,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,D,Z,8,Subject Content 1 for Music,Assessment Area 1 for Music,30.58,25.01,100,40.49,72,89.89,66.45,91,96.17,5.41,97,52,W,96,74,11,14,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,C,2,Subject Content 2 for Music,Assessment Area 2 for Music,64.61,13.14,88,62.44,92,59.82,57.4,84,97.66,88.3,7,78,W,81,94,4,92,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,C,A,6,Subject Content 3 for Music,Assessment Area 3 for Music,23.77,9.55,98,23.14,100,18.28,61.6,16,37.08,13.8,62,15,W,57,29,65,9,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,A,Z,13,Subject Content 4 for Music,Assessment Area 4 for Music,81.34,61.44,33,79.7,55,45.24,1.18,63,32.98,95.65,62,62,W,32,34,64,92,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,C,11,Subject Content 5 for Music,Assessment Area 5 for Music,62.39,78.59,95,33.52,43,5.63,36.76,27,12.48,86.2,21,89,W,36,49,39,37,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,C,D,4,Subject Content 6 for Music,Assessment Area 6 for Music,61.81,60.73,32,49.2,92,59.95,67.92,27,13.88,64.69,96,74,W,91,51,45,23,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,B,15,Subject Content 7 for Music,Assessment Area 7 for Music,43.3,25.2,85,86.41,26,53.53,85.36,22,58.26,39.4,98,72,W,56,24,65,53,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,D,Z,20,Subject Content 8 for Music,Assessment Area 8 for Music,53.34,38.13,69,4.04,77,32.49,29.53,14,15.33,85.43,31,76,W,2,69,66,76,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,D,7,Subject Content 9 for Music,Assessment Area 9 for Music,19.34,42.68,36,42.06,91,98.35,68.22,86,52.27,71.81,95,90,W,80,46,40,98,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,C,C,23,Subject Content 10 for Music,Assessment Area 10 for Music,31.79,82.13,24,42.74,85,46.39,92.9,98,98.88,21.76,71,33,W,60,87,61,56,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,A,A,1,Subject Content 1 for Music,Assessment Area 1 for Music,40.8,23.44,12,60.04,20,26.76,67.37,30,77.21,38.74,92,37,W,86,56,54,9,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,C,25,Subject Content 2 for Music,Assessment Area 2 for Music,70.08,58.26,67,56.96,90,50.02,46,86,35.38,64.01,66,75,W,99,44,25,92,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,C,Z,24,Subject Content 3 for Music,Assessment Area 3 for Music,41.53,30.42,19,33.6,86,41.44,90.93,85,45.63,94.31,86,4,W,59,54,73,54,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,A,21,Subject Content 4 for Music,Assessment Area 4 for Music,55.1,76.74,54,95.48,20,23.47,91.92,24,45.64,63.29,67,75,W,96,88,21,22,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,D,D,5,Subject Content 5 for Music,Assessment Area 5 for Music,20.75,7.41,69,8.68,12,90.28,48.69,62,70.37,29.11,87,19,W,8,16,46,38,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,A,B,12,Subject Content 6 for Music,Assessment Area 6 for Music,32.69,46.35,93,76.43,48,2.32,22.43,43,31.8,98.46,78,61,W,12,10,80,75,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,A,D,22,Subject Content 7 for Music,Assessment Area 7 for Music,97.25,87.32,98,80.16,89,7.28,80.51,65,71.03,85.24,22,80,W,33,47,45,58,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,A,17,Subject Content 8 for Music,Assessment Area 8 for Music,34.85,9.22,37,37.87,78,49.82,17.81,65,17.41,20.3,68,53,W,52,29,62,47,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,D,A,9,Subject Content 9 for Music,Assessment Area 9 for Music,86.1,64.47,33,34.56,81,82.82,32.5,47,11.02,63.17,80,90,W,10,55,95,37,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,C,B,18,Subject Content 10 for Music,Assessment Area 10 for Music,61.93,88.23,26,53.22,16,98,97.48,97,33.9,57.84,43,76,W,17,68,26,63,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,C,16,Subject Content 1 for Music,Assessment Area 1 for Music,21.52,72.27,44,10.2,30,99.57,90.13,96,24.8,31.67,67,5,W,95,17,14,81,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,C,3,Subject Content 2 for Music,Assessment Area 2 for Music,76.14,28.25,95,48.54,76,58.72,47.07,73,30.58,30.21,16,41,W,60,74,90,45,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,B,C,10,Subject Content 3 for Music,Assessment Area 3 for Music,93.38,0.08,56,51.36,28,84.24,6.59,10,18.77,67.34,21,15,W,5,45,78,14,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,A,B,19,Subject Content 4 for Music,Assessment Area 4 for Music,32.69,29.72,67,80.89,98,47.21,21.4,30,85.37,72.19,91,53,W,2,32,46,37,Distinction
"Christ King Catholic School, Bass Hill",2022,9,First Name 9,Last Name 9,10,Class 10,Music,C,Z,14,Subject Content 5 for Music,Assessment Area 5 for Music,15.77,31.55,39,18.3,81,82.44,9.35,17,96.2,29.72,84,99,W,35,93,29,71,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,D,C,24,Subject Content 1 for Art,Assessment Area 1 for Art,79.93,74.59,83,56.09,92,84.7,38.13,81,51.89,8.57,10,75,W,51,28,83,36,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,D,D,5,Subject Content 2 for Art,Assessment Area 2 for Art,43.37,47.19,30,79.84,76,20.29,25.6,11,31.19,44.9,73,7,W,48,6,87,21,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,D,17,Subject Content 3 for Art,Assessment Area 3 for Art,71.85,91.73,48,62.49,90,96.55,78.77,22,51.86,49.2,86,99,W,100,72,94,82,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,D,25,Subject Content 4 for Art,Assessment Area 4 for Art,29.77,45.69,85,40.18,70,1.02,49.54,17,7.75,24.31,49,16,W,95,82,48,49,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,D,D,8,Subject Content 5 for Art,Assessment Area 5 for Art,33.91,29.38,14,4.09,97,24.76,15.42,22,15.96,37.82,70,66,W,69,11,16,15,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,Z,4,Subject Content 6 for Art,Assessment Area 6 for Art,25.67,12.8,21,47.4,48,97.2,27.35,78,80.28,60.9,88,8,W,19,3,23,78,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,C,11,Subject Content 7 for Art,Assessment Area 7 for Art,78.84,98.25,93,48.05,20,40.8,2.76,39,25,51.15,86,93,W,5,13,6,28,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,A,14,Subject Content 8 for Art,Assessment Area 8 for Art,37.67,56.35,84,78.12,26,91.23,91.92,12,62.18,87.77,4,11,W,54,6,48,24,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,Z,2,Subject Content 9 for Art,Assessment Area 9 for Art,86.72,84.45,79,83.02,10,87.73,92.07,87,44.74,40.38,92,93,W,33,54,50,54,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,C,19,Subject Content 10 for Art,Assessment Area 10 for Art,49.03,94.5,58,40.76,55,57.92,8.59,15,6.07,2.29,46,71,W,47,17,92,71,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,D,6,Subject Content 1 for Art,Assessment Area 1 for Art,93.63,8.14,90,52.18,44,60.99,61.1,77,6.12,9.67,39,25,W,50,60,40,41,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,A,Z,23,Subject Content 2 for Art,Assessment Area 2 for Art,45.77,56.91,27,53.69,46,78.84,96.98,94,47.47,25.18,30,32,W,10,65,83,57,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,D,15,Subject Content 3 for Art,Assessment Area 3 for Art,66.78,34.59,87,27.7,91,49.59,52.44,55,21.7,9.83,52,92,W,76,79,74,34,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,A,3,Subject Content 4 for Art,Assessment Area 4 for Art,37.83,45.88,35,59.71,67,4.62,83.49,84,48.56,48.29,65,61,W,87,84,81,47,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,D,10,Subject Content 5 for Art,Assessment Area 5 for Art,66.09,46.93,44,41.57,69,81.95,34.59,56,76.95,15.45,18,14,W,75,57,38,25,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,D,Z,18,Subject Content 6 for Art,Assessment Area 6 for Art,97.65,58.94,89,59.1,84,53.86,2.29,76,65.91,47.45,7,10,W,1,78,54,72,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,D,20,Subject Content 7 for Art,Assessment Area 7 for Art,16.62,99.47,16,58.65,56,83.03,80.19,86,69.79,20.82,5,33,W,61,38,27,51,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,B,21,Subject Content 8 for Art,Assessment Area 8 for Art,82.51,71.97,17,85.86,35,0.86,37.9,87,60.88,0.12,54,8,W,96,78,2,24,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,Z,16,Subject Content 9 for Art,Assessment Area 9 for Art,73.26,14.82,74,14.23,54,74.7,31.09,53,75.75,40.38,16,36,W,49,71,35,7,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,D,B,1,Subject Content 10 for Art,Assessment Area 10 for Art,4.7,1.11,87,18.53,41,59.93,45.76,99,16.82,4.87,61,60,W,73,45,47,53,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,D,9,Subject Content 1 for Art,Assessment Area 1 for Art,68.98,45.47,28,37.16,69,87.91,44.1,57,99.83,12.79,53,91,W,2,100,74,66,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,Z,12,Subject Content 2 for Art,Assessment Area 2 for Art,73.26,70.71,97,46.9,75,68.97,39.35,72,57.01,35.24,54,49,W,65,93,36,1,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,C,D,13,Subject Content 3 for Art,Assessment Area 3 for Art,24.19,2.05,18,53.5,89,93.74,66.57,89,91.75,91.12,53,17,W,52,31,29,46,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,C,7,Subject Content 4 for Art,Assessment Area 4 for Art,52.66,49.21,82,28.09,89,19.6,80.17,94,20.7,55.96,82,21,W,28,42,76,91,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Art,B,Z,22,Subject Content 5 for Art,Assessment Area 5 for Art,25.32,26.82,88,56.28,79,6.15,8.41,22,44.69,36.86,52,43,W,39,99,46,56,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,D,D,1,Subject Content 1 for Music,Assessment Area 1 for Music,85.41,54.71,94,65.55,91,91.53,85.38,62,60.13,46.28,35,52,W,1,21,100,100,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,C,Z,7,Subject Content 2 for Music,Assessment Area 2 for Music,97.95,22.4,21,40.64,64,78.64,87.71,62,60.37,23.86,34,38,W,1,86,83,71,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,A,Z,6,Subject Content 3 for Music,Assessment Area 3 for Music,17.81,51.17,25,76.74,80,64.23,40.43,74,19.16,97.46,72,18,W,1,54,55,3,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,D,A,14,Subject Content 4 for Music,Assessment Area 4 for Music,50.91,24.06,26,98.17,60,66.4,76.28,21,58.75,61.2,4,69,W,55,42,78,83,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,D,B,10,Subject Content 5 for Music,Assessment Area 5 for Music,41.42,9.53,27,7.63,85,69.46,17.54,45,56.75,89.82,52,73,W,26,74,100,74,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,B,B,17,Subject Content 6 for Music,Assessment Area 6 for Music,2.8,65.9,49,78.82,23,0.99,80.78,29,23.43,58.31,88,75,W,54,7,40,69,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,B,A,22,Subject Content 7 for Music,Assessment Area 7 for Music,21.42,45.99,80,14.67,75,22.49,50.69,92,64.16,59.34,57,35,W,80,43,23,18,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,C,C,2,Subject Content 8 for Music,Assessment Area 8 for Music,82.42,53.72,28,94.52,100,25.06,17.33,76,14.74,65.94,58,60,W,15,44,12,95,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,D,C,12,Subject Content 9 for Music,Assessment Area 9 for Music,26.25,6.99,50,49.02,79,24.54,30.25,12,2.58,64.79,70,44,W,39,18,59,1,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,A,C,3,Subject Content 10 for Music,Assessment Area 10 for Music,13.12,15.18,26,56.73,42,43.41,15.37,42,57.94,67.18,33,83,W,27,100,61,59,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,B,A,19,Subject Content 1 for Music,Assessment Area 1 for Music,90.92,77.8,57,56.74,71,21.67,49.94,64,25.45,1.08,69,93,W,85,30,35,88,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,D,B,21,Subject Content 2 for Music,Assessment Area 2 for Music,13.8,31.04,64,85.2,34,41.18,55.81,90,91.5,68.97,83,23,W,65,12,81,51,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,C,Z,13,Subject Content 3 for Music,Assessment Area 3 for Music,88.69,94.09,49,35.5,81,22.81,51.86,78,88.13,84.27,32,9,W,54,44,54,66,Distinction
"Christ King Catholic School, Bass Hill",2022,10,First Name 10,Last Name 10,1,Class 1,Music,C,A,15,Subject Content 4 for Music,Assessment Area 4 for Music,59.86,66.75,31,24.44,30,61.53,92.7,77,51.71,98.38,34,99,W,77,82,32,21,Distinction
